1 00:00:03,068 --> 00:00:03,810 主持人 SPEAKER_05：大家好。
220 00:21:04,083 --> 00:21:06,807 说话人 SPEAKER_03：而这个世代特征仅是有用的
221 00:21:07,157 --> 00:21:15,228 说话者 SPEAKER_03：如果对于关系，你学会了这样的特征，即这种关系要求输出人物比输入人物高一代。
222 00:21:15,728 --> 00:21:17,651 说话者 SPEAKER_03：所以像叔叔这样的关系就是这样的。
223 00:21:19,413 --> 00:21:29,384 说话者 SPEAKER_03：然后如果它知道输入人物的代数，并且知道关系高一代，它就可以预测输出人物的代数，这将有助于它找到正确的人物。
224 00:21:29,634 --> 00:21:34,503 说话者 SPEAKER_03：这就是它的工作原理，它实际上发现了符号人物所信仰的符号规则。
225 00:21:34,924 --> 00:21:38,431 说话人 SPEAKER_03：所以没有任何象征性人物抱怨这实际上并不是在学习。
226 00:21:38,892 --> 00:21:40,915 说话人 SPEAKER_03：他们说，好吧，它确实在学习，但学习的方式很愚蠢。
227 00:21:42,858 --> 00:21:44,843 说话人 SPEAKER_03：如果你现在看看大型语言模型，
228 00:21:46,207 --> 00:21:50,636 说话人 SPEAKER_03：它们可以被视为，嗯，我当然认为它们是这个小型模型的后代。
229 00:21:51,357 --> 00:21:55,867 说话人 SPEAKER_03：它们只是这个小小的模型被大规模扩展并变得极其复杂。
230 00:21:56,509 --> 00:21:57,731 说话人 SPEAKER_03：所以它们有更多的词汇。
231 00:21:58,192 --> 00:22:01,380 说话人 SPEAKER_03：它们适用于自然语言，而不仅仅是这些玩具示例。
232 00:22:01,359 --> 00:22:06,965 说话人 SPEAKER_03：它们使用更多的神经元层，因为不能仅仅从符号直接到意义。
233 00:22:07,507 --> 00:22:12,392 说话人 SPEAKER_03：你可能有一个像梅这样的符号，梅可能代表一个月，也可能代表一个情态动词，或者可能是女性的名字。
234 00:22:13,012 --> 00:22:14,974 说话人 SPEAKER_03：所以你必须使用联系来消除歧义。
235 00:22:14,994 --> 00:22:16,997 说话人 SPEAKER_03：所以你通过逐层消除歧义。
236 00:22:17,718 --> 00:22:18,679 说话人 SPEAKER_03：所以他们有更多的层次。
237 00:22:19,118 --> 00:22:22,923 说话人 SPEAKER_03：不同词语特征的交互要复杂得多。
238 00:22:23,584 --> 00:22:25,506 说话人 SPEAKER_03：但本质上属于同一类模型。
239 00:22:26,647 --> 00:22:28,869 说话人 SPEAKER_03：当它们学习时，
240 00:22:30,250 --> 00:22:36,038 说话人 SPEAKER_03：它们将所有信息存储在特征交互的权重中。
241 00:22:37,859 --> 00:22:51,178 说话人 SPEAKER_03：现在，语言学家说他们只是被美化的自动补全，他们只是使用统计技巧，他们只是拼凑文本，但记住，他们不存储任何文本。
242 00:22:51,817 --> 00:22:57,845 说话人 SPEAKER_03：自动补全的反对意见是荒谬的，因为他们所依赖的是老式的自动补全概念。
243 00:22:58,546 --> 00:23:04,032 说话人 SPEAKER_03：老式的自动补全会存储一串单词，比如存储鱼和薯条，这是一个常见的字符串。
244 00:23:04,453 --> 00:23:09,039 说话人 SPEAKER_03：所以如果你存储鱼和，然后你说下一个词很可能是薯条，因为这是一个非常常见的字符串。
245 00:23:10,301 --> 00:23:12,744 说话人 SPEAKER_03：这些系统中的自动补全根本不是那样的。
246 00:23:13,125 --> 00:23:18,853 说话人 SPEAKER_03：它将单词转换为特征，并使用特征之间的交互来做出预测。
247 00:23:19,963 --> 00:23:36,465 说话人 SPEAKER_03：所以，LLMs的工作方式和我们的工作方式一样，我们看到很多文本，或者听到很多单词串，我们学习单词的特征，学习这些特征之间的交互，这就是理解。
248 00:23:37,507 --> 00:23:40,671 说话人 SPEAKER_03：这些模型的理解方式和我们完全一样。
249 00:23:44,155 --> 00:23:48,942 说话人 SPEAKER_03：然后，语言学家还会给你另一个论点，这些事物会产生幻觉，所以它们实际上并不理解自己在说什么。
250 00:23:49,765 --> 00:23:55,941 说话人 SPEAKER_03：实际上，对于语言模型来说，这不应该被称为幻觉，而应该被称为虚构。
251 00:23:56,281 --> 00:24:00,372 说话人 SPEAKER_03：这一点自 20 世纪 30 年代以来在心理学领域就已经被研究，人们一直在做这件事。
252 00:24:01,054 --> 00:24:04,382 说话人 SPEAKER_03：所以它们虚构的事实实际上使它们更像我们。
253 00:24:05,272 --> 00:24:13,099 说话人 SPEAKER_03：大多数人认为，记忆就像是一种文件，你把它放在某个地方，然后去检索，就像在电脑里一样。
254 00:24:13,500 --> 00:24:14,981 说话人 SPEAKER_03：在人类身上根本不是这样。
255 00:24:15,823 --> 00:24:17,384 说话人 SPEAKER_03：记忆总是被重建的。
256 00:24:18,065 --> 00:24:21,887 说话人 SPEAKER_03：如果你在回忆最近发生的事情，你会相当准确地重建它。
257 00:24:22,808 --> 00:24:28,193 说话人 SPEAKER_03：如果你在回忆很久以前的事情，你经常会把所有的细节都搞错，而且你不会意识到这一点，你会对它们充满信心。
258 00:24:29,275 --> 00:24:32,917 说话人 SPEAKER_03：有一个很好的例子，那就是约翰·迪安的记忆。
259 00:24:33,488 --> 00:24:42,011 说话人 SPEAKER_03：所以在水门事件中，约翰·迪安在宣誓作证时，就白宫中各种会议的情况作证，但他所有的细节都是错误的。
260 00:24:42,673 --> 00:24:48,830 说话人 SPEAKER_03：他说霍尔德曼说了这样，不，是厄利希曼说的，而霍尔德曼甚至没有参加那次会议。
261 00:24:50,431 --> 00:24:53,414 说话人 SPEAKER_03：关于他的证词，明确的是他试图说出真相。
262 00:24:53,976 --> 00:24:57,461 说话人 SPEAKER_03：他传达了他们在试图掩盖水门事件时发生的事情的要点。
263 00:24:58,242 --> 00:25:03,109 说话人 SPEAKER_03：但他声称记得的所有细节都是错误的，不是全部，但很多都是。
264 00:25:03,490 --> 00:25:06,275 说话人 SPEAKER_03：乌尔里希·内塞尔有一篇很棒的论文证明了这一点。
265 00:25:07,276 --> 00:25:14,446 说话人 SPEAKER_03：这是一个很好的例子，说明约翰·迪安认为他能够记住的事情，当你听录音时，他只是错了。
266 00:25:16,189 --> 00:25:18,732 说话人 SPEAKER_03：但他抓住了本质。
267 00:25:18,898 --> 00:25:22,805 说话人 SPEAKER_03：现在，在目前的情况下，聊天机器人比我们更擅长编造。
268 00:25:23,046 --> 00:25:25,910 说话人 SPEAKER_03：它们比人们更频繁地编造，而且它们不知道自己在做这件事。
269 00:25:26,872 --> 00:25:27,992 说话人 SPEAKER_03：他们一直在变得更好。
270 00:25:28,775 --> 00:25:32,601 说话人 SPEAKER_03：我认为不久的将来，聊天机器人不会在胡编乱造方面比我们差太多。
271 00:25:33,281 --> 00:25:38,048 说话人 SPEAKER_03：但他们胡编乱造的事实并不表明他们不理解，或者他们与我们不同。
272 00:25:38,450 --> 00:25:39,912 说话人 SPEAKER_03：这表明他们非常像我们。
273 00:25:41,578 --> 00:25:47,390 说话人 SPEAKER_03：因此，这就结束了我想向大家展示这些大型聊天机器人非常像我们的尝试。
274 00:25:47,871 --> 00:25:50,536 说话人 SPEAKER_03：它们不像普通的计算机软件，它们更像人。
275 00:25:51,577 --> 00:25:55,505 说话人 SPEAKER_03：这导致了一系列的 AI 风险，我决定不谈论。
276 00:25:55,545 --> 00:26:01,856 说话人 SPEAKER_03：它们在这篇关于档案的论文中，但我怀疑你们中的一些人可能会想问关于 AI 风险的问题。
277 00:26:02,617 --> 00:26:03,519 说话人 SPEAKER_03：我现在已经完成了。
278 00:26:07,734 --> 00:26:15,009 说话人 SPEAKER_05：感谢你，Geoffrey，你的演讲非常引人深思，对在座的每个人来说都非常易于理解。
279 00:26:15,029 --> 00:26:20,060 说话人 SPEAKER_05：我认为它会比 John Dean 的演讲对每个人来说都更加难忘。
280 00:26:20,541 --> 00:26:26,654 说话人 SPEAKER_05：现在我想邀请 UCD 校长，奥拉·菲利教授上台发言。
281 00:26:30,144 --> 00:26:34,090 主持人：感谢你，杰弗里，你那些非常清晰有趣的发言。
282 00:26:34,251 --> 00:26:39,240 主持人：还要感谢你，安德鲁，你提名杰弗里获得尤利西斯奖，以及你所作的颁奖词。
283 00:26:40,260 --> 00:26:56,507 主持人：正如安德鲁所说，我们很快将再次听到安德鲁和杰弗里的声音，以及 UCD 研究、创新与影响副总裁凯特·罗布森-布朗教授的对话，届时你们可以提出所有在这个阶段可能积累的问题。
284 00:26:56,487 --> 00:27:05,881 主持人：我会尽量简短，但我想强调一下杰弗里·辛顿的工作和背景，这些对我来说使这个奖项特别合适。
285 00:27:07,623 --> 00:27:12,150 说话人 说话人_00：这些中的第一个是关于改变世界的科研行为。
286 00:27:13,612 --> 00:27:25,548 说话人 说话人_00：我在 20 世纪 80 年代在伯克利读研究生时，遇到了当时的人工神经网络研究的第二次重大浪潮，与杰弗里·辛顿（Geoffrey Hinton）等领导者一起。
287 00:27:26,660 --> 00:27:47,246 说话人 说话人_00：这种细致、稳步的科研努力持续了几十年，首先逐渐地，然后非常突然地带来了变化，当技术能力发展到能够实现长期以来在算法中预期的强大功能时。
288 00:27:49,509 --> 00:27:56,498 说话人 说话人_00：杰弗里曾谈到在那么长时间里维持一个非常高水平的研究生涯的困难。
289 00:27:57,118 --> 00:28:02,547 说话人：描述他作为有小孩的鳏夫所面临的挑战。
290 00:28:04,088 --> 00:28:13,863 说话人：他强调了导师的重要性，我们非常感激他今天下午抽出时间与学生进行问答环节。
291 00:28:15,545 --> 00:28:26,079 说话人：他的研究跨越了工业和学术界，将心理学和生理学以及工程学和计算机科学等学科领域结合起来。
292 00:28:26,903 --> 00:28:35,771 说话人：他还至关重要且广为人知地公开讨论了人工智能的社会影响。
293 00:28:37,634 --> 00:28:55,492 讲者：对我们作为都柏林大学学院的科研社区来说，倾听并坚守这些关于基本理解、远见、毅力、指导、合作和开放质疑的重要性信息至关重要。
294 00:28:57,817 --> 00:29:01,363 讲者：我想强调的第二点是它与爱尔兰的联系。
295 00:29:02,924 --> 00:29:16,605 讲者：安德鲁提到了杰弗里与乔治·布尔和玛丽·埃文斯·布尔家族的联系，以及他们的多才多艺的后代，我们爱尔兰人，尤其是我们科克的朋友，对此感到非常自豪。
296 00:29:18,709 --> 00:29:26,559 讲者：在今天的爱尔兰，我们有一个国家，它付出了巨大的努力，在全球科技领域建立了令人羡慕的地位。
297 00:29:26,911 --> 00:29:34,080 说话人 SPEAKER_00: 具备不被视为理所当然的能力，跟上技术进步的连续浪潮。
298 00:29:36,243 --> 00:29:44,075 说话人 SPEAKER_00: 人工智能在爱尔兰广泛应用的预期对技术行业和其他行业意味着什么？
299 00:29:45,277 --> 00:29:48,240 说话人 SPEAKER_00: 机遇和挑战将存在于哪里？
300 00:29:49,843 --> 00:29:55,872 说话人 SPEAKER_00: 对计算和其他基础设施以及人才渠道有哪些要求？
301 00:29:57,640 --> 00:30:14,105 说话人 SPEAKER_00：对于我们 UCD 这样的大学，一个比其他任何支持并推动国家进步的大学都要多的大学，我们如何应对人工智能在教学、学习和研究创新中的机遇和挑战？
302 00:30:15,926 --> 00:30:25,622 说话人 SPEAKER_00：我们已经在这一领域开展了杰出的工作，不仅来自安德鲁和他的计算机科学同事，还包括整个大学。
303 00:30:26,345 --> 00:30:35,019 说话人 SPEAKER_00：例如，通过获奖工作，帕特里夏·麦圭尔教授及其同事在应用人工智能治疗妊娠高血压方面的研究。
304 00:30:36,803 --> 00:30:48,403 说话人 SPEAKER_00：在接下来的几个月里，我们开始制定下一所大学战略的过程中，人工智能如何融入该战略的问题对我们来说非常重要。
305 00:30:50,864 --> 00:30:58,594 讲者 SPEAKER_00：使这个奖项如此合适的三点是，世界目前处于人工智能的什么位置。
306 00:31:00,395 --> 00:31:09,268 讲者 SPEAKER_00：以詹姆斯·乔伊斯小说《尤利西斯》命名，这部小说是人类创造性智能的伟大例子之一。
307 00:31:10,750 --> 00:31:20,162 讲者 SPEAKER_00：我们现在面临着反思我们对智能、创造力和甚至人类是什么的理解的挑战。
308 00:31:21,104 --> 00:31:26,369 讲者 SPEAKER_00：当我们寻求在人工智能的更大采用中绘制路线图时。
309 00:31:27,911 --> 00:31:30,733 说话人 说话人_00：对一些人来说，这个前景令人兴奋。
310 00:31:31,615 --> 00:31:34,718 说话人 说话人_00：对另一些人来说，这可能是令人畏惧的，甚至可能是反乌托邦的。
311 00:31:36,559 --> 00:31:47,432 说话人 说话人_00：无论如何，我们不能通过逃避技术颠覆的力量来规划我们的道路，也不能在没有任何挑战的情况下屈服于这种力量。
312 00:31:49,083 --> 00:32:01,659 说话人 说话人_00：在此阶段，我们无法预见人工智能在未来几年和几十年发展中的全部影响、局限性、应用和影响。
313 00:32:03,340 --> 00:32:15,916 发言人 SPEAKER_00：我们确实知道，我们需要尽可能多地了解这项技术的能力和局限性，以便将所有学科和观点纳入对话中。
314 00:32:16,538 --> 00:32:20,525 发言人 SPEAKER_00：这样我们就可以利用人工智能造福人类。
在这个问题上，听取像 Geoffrey Hinton 这样的人的声音至关重要，他们为推动这项技术发展以及向公众辩论其安全采用提供大量信息。
由于所有这些原因，今天能有机会与 Geoffrey 一起庆祝他非常杰出的职业生涯并聆听他的讲话，感到非常荣幸。
317 00:32:49,102 --> 00:32:52,749 主持人：感谢大家今晚加入我们，成为这次对话的一部分。
318 00:32:53,230 --> 00:32:54,392 主持人：感谢大家。
319 00:32:57,763 --> 00:32:58,664 主持人05：谢谢，费伊教授。
320 00:32:59,185 --> 00:33:08,417 主持人 05：现在，我想邀请 UCD 研究、影响和创新副校长凯特·罗布森-布朗教授上台进行炉边谈话。
321 00:33:08,438 --> 00:33:16,147 主持人：非常感谢，还要感谢 Geoffrey 的精彩演讲。
322 00:33:16,167 --> 00:33:27,163 主持人：我……嗯，我本来想说，当我走进来的时候，我看到我们这里有一个相当多元化的观众群体，我希望你们能感受到这一点，这也是我们欢迎你们来到 UCD 的热情的体现。
323 00:33:27,380 --> 00:33:29,883 主持人：我还能看到许多年轻的研究人员和早期职业的研究人员，我知道你们下午抽出时间与我们的学生进行了交谈。
324 00:33:31,403 --> 00:33:40,374 主持人：我还能看到许多年轻的研究人员和早期职业的研究人员，我知道你们下午抽出时间与我们的学生进行了交谈。
325 00:33:40,394 --> 00:33:50,964 说话者 SPEAKER_14：也许我觉得从这里开始，思考一下你自己的学习，也许是在学校和大学里，对你的后来职业生涯产生了什么影响，会是个不错的选择。
326 00:33:51,025 --> 00:33:56,931 说话者 SPEAKER_14：你回望过去，认为哪件事对你来说非常重要，那可能就是你的起点？
327 00:33:57,973 --> 00:33:59,175 说话者 SPEAKER_03：我想有几件事情。
328 00:33:59,656 --> 00:34:00,778 说话者 SPEAKER_03：其中一件事情是学习物理。
329 00:34:02,000 --> 00:34:04,884 说话人 SPEAKER_03：物理学让我明白了什么是解释。
330 00:34:05,905 --> 00:34:13,539 说话人 SPEAKER_03：当我学习心理学之后，在学过物理学的基础上，我感觉它并没有真正解释清楚所发生的事情。
331 00:34:14,300 --> 00:34:16,963 说话人 SPEAKER_03：我感觉你需要真正了解其中的机制。
332 00:34:17,585 --> 00:34:18,606 说话人 SPEAKER_03：所以这一点很重要。
333 00:34:18,867 --> 00:34:24,014 说话人 SPEAKER_03：另一件事是，当我还是个青少年时，我的一位同学告诉我关于继电器的事情。
334 00:34:24,146 --> 00:34:28,992 说话人 SPEAKER_03：以及如何用一个电流去切换另一个电流。
335 00:34:29,378 --> 00:34:49,454 说话人 SPEAKER_03：所以我实际上花了很多时间剪掉六英寸钉子的头部，然后在上面绕上铜线，接着用老式的剃须刀片将其一分为二，这样你就得到了一段柔韧的金属，然后在剃须刀片的末端绕上一段铜线，在六英寸钉子头部所在的位置也绕上一段铜线。
336 00:34:49,855 --> 00:34:51,757 说话人 SPEAKER_03：然后当你通上电流时，你就建立了连接。
337 00:34:51,817 --> 00:34:53,938 说话人 SPEAKER_03：这样，你可以做一个小的中继。
338 00:34:53,958 --> 00:34:58,963 说话人 SPEAKER_03：然后我会以不同的方式连接这些中继，发现你可以制作像振荡器这样的东西。
339 00:34:58,943 --> 00:35:01,326 说话人 SPEAKER_03：那真的很开心。
340 00:35:01,505 --> 00:35:02,867 说话人 SPEAKER_14：那么你现在多大了？
341 00:35:03,509 --> 00:35:04,610 说话人 SPEAKER_03: 我那时候可能大概 15 岁左右。
342 00:35:04,750 --> 00:35:09,516 说话人 SPEAKER_03: 我可能只是出去买了一些继电器。
343 00:35:10,958 --> 00:35:11,759 说话人 SPEAKER_14: 那有什么乐趣可言？
344 00:35:11,778 --> 00:35:14,322 说话人 SPEAKER_03: 自己做更有趣。
345 00:35:16,525 --> 00:35:23,434 说话人 SPEAKER_03：我也认为来自一个高度重视科学的家庭是很重要的。
346 00:35:25,396 --> 00:35:26,858 说话人 SPEAKER_14：还有一件事让我印象深刻
347 00:35:27,157 --> 00:35:37,710 考虑到您自己的职业历程，我认为您的研究和兴趣有时处于传统学科壁垒之间。
348 00:35:37,731 --> 00:35:39,472 说话人 SPEAKER_14：您认为这是一个公正的陈述吗？
349 00:35:39,494 --> 00:35:54,211 说话人 SPEAKER_03：是的，当我还在高中时，我对大脑是如何工作的产生了浓厚的兴趣，因为我有一个非常聪明的朋友，他比我聪明得多，他告诉我大脑像全息图一样存储记忆，这让我对它产生了兴趣。
350 00:35:56,807 --> 00:35:59,271 说话人 SPEAKER_03：他对我影响很大。
351 00:35:59,291 --> 00:36:00,994 说话人 SPEAKER_03：那也是对我影响很大的一个因素。
352 00:36:02,175 --> 00:36:02,675 说话人 SPEAKER_14：很有趣。
353 00:36:03,076 --> 00:36:11,286 说话者 SPEAKER_14：如果你回顾自己的职业生涯，你最自豪的是哪些方面？
354 00:36:11,367 --> 00:36:19,878 说话者 SPEAKER_14：我并不一定只是在想你的发现，也许还包括你职业生涯的其他方面，比如你合作过的人，你组建的团队。
355 00:36:20,331 --> 00:36:26,884 说话者 SPEAKER_03：我想我自豪的是，即使在人们说神经网络是垃圾的时候，我还是坚持了下来，这大概有 40 年的时间。
356 00:36:26,903 --> 00:36:40,989 说话者 SPEAKER_03：但我最自豪的智力成就就是 Boltz 机器，它是反向传播的替代品，可能也是错误的。
357 00:36:41,273 --> 00:36:45,702 讲者 SPEAKER_03：它们并不是大脑的工作方式，并且它们的效果不如反向传播。
358 00:36:46,242 --> 00:36:56,362 讲者 SPEAKER_03：但这是一个如此美丽的理论，即使失败了我也非常自豪。
359 00:36:56,342 --> 00:37:01,992 讲者 SPEAKER_05：对现在在学术界工作的早期职业研究人员有什么建议？
360 00:37:03,434 --> 00:37:08,961 讲者 SPEAKER_05：对于那些说，学术研究人员没有计算能力的人，你会说什么？
361 00:37:10,103 --> 00:37:13,568 说话人 SPEAKER_05：早期研究人员现在是如何贡献的？
362 00:37:13,949 --> 00:37:23,284 说话人 SPEAKER_03：是的，我并不真的知道计算能力的答案，除了我正在试图说服你们的政府提供更多的计算能力。
363 00:37:23,304 --> 00:37:24,105 说话人 SPEAKER_03：我认为
364 00:37:24,996 --> 00:37:28,282 说话人 SPEAKER_03：除了构建这些大型模型之外，还有很多研究要做。
365 00:37:29,163 --> 00:37:33,809 说话人 SPEAKER_03：我给研究人员的一条建议是相信你的直觉。
366 00:37:34,610 --> 00:37:42,501 说话人 SPEAKER_03：所以，如果你，很多好的研究都来自于对人们做事方式存在某种模糊直觉的认识。
367 00:37:42,842 --> 00:37:46,768 说话人 SPEAKER_03：总觉得有些地方不太对劲，然后去追寻这种感觉。
368 00:37:46,748 --> 00:37:56,021 说话人 SPEAKER_03：我想用一个类比，当你读侦探小说时，通常在第一章，有人做了某件事，当你读的时候，感觉有点不对劲。
369 00:37:56,400 --> 00:37:57,802 说话人 SPEAKER_03：他们这么做有点奇怪。
370 00:37:58,344 --> 00:38:00,666 说话人 SPEAKER_03：后来发现这是整个故事的关键。
371 00:38:01,188 --> 00:38:03,590 说话人 SPEAKER_03：但通常你只是匆匆读过，没有注意到。
372 00:38:03,610 --> 00:38:04,472 说话人 SPEAKER_03：你只是感觉有点奇怪。
373 00:38:05,152 --> 00:38:06,614 说话人 SPEAKER_03：我认为很多科学都是这样的。
374 00:38:06,894 --> 00:38:16,148 说话人 SPEAKER_03：如果你有一种直觉，认为人们以一种有趣的方式做错了事情，那就去研究它，不要放弃，直到你知道为什么这种直觉不好。
375 00:38:16,128 --> 00:38:20,356 说话人 SPEAKER_03：即使你需要 20 年才发现为什么这种直觉不好，那也行。
376 00:38:20,856 --> 00:38:23,561 说话人 SPEAKER_03：但要么你有好的直觉，要么没有。
377 00:38:24,463 --> 00:38:26,907 说话人 SPEAKER_03：如果你有良好的直觉，你应该相信它们。
378 00:38:27,469 --> 00:38:30,554 说话人 SPEAKER_03：如果你没有良好的直觉，你做什么其实并不重要。
379 00:38:30,936 --> 00:38:38,489 说话人 SPEAKER_05：所以你不妨相信它们。
380 00:38:39,027 --> 00:38:48,103 说话人 SPEAKER_05：这里有很多早期职业研究人员，但同时也有一群更广泛的爱尔兰社会人士。
381 00:38:48,222 --> 00:38:51,427 说话人 SPEAKER_05：所以，有一个问题更多是与 AI 政策相关。
382 00:38:52,150 --> 00:39:02,266 说话人 SPEAKER_05：学术界、政府、产业和慈善家们可以一起做些什么，以改变 AI 的长期发展方向，使其更加公平、安全？
383 00:39:02,246 --> 00:39:09,117 说话人 SPEAKER_05：在符合人类利益而不是大公司股东利益的前提下，使其可调控。
384 00:39:10,018 --> 00:39:16,067 说话人 SPEAKER_03：我认为政府可以做的事情之一是努力保持大学和前沿 AI 研究的发展。
385 00:39:16,626 --> 00:39:19,331 说话人 SPEAKER_03：要做到这一点，就需要提供大量的计算资源。
386 00:39:20,213 --> 00:39:29,706 说话人 SPEAKER_03：所以加拿大昨天宣布将提供 24 亿美元用于人工智能，其中 20 亿美元仅用于计算。
387 00:39:29,686 --> 00:39:37,452 说话人 SPEAKER_03：以便加拿大初创公司和加拿大学术研究人员能够获得大量的计算资源。
388 00:39:37,472 --> 00:39:38,958 说话人 SPEAKER_03：这就是所需要的投资类型。
389 00:39:39,418 --> 00:39:41,686 说话人 SPEAKER_03：爱尔兰可能需要
390 00:39:42,021 --> 00:39:50,753 说话人 SPEAKER_03：它是一个较小的国家，所以可能无法投入那么多，但也许与欧盟合作，它可能成为欧洲投资大量资金的一部分。
391 00:39:50,773 --> 00:39:56,121 说话人 SPEAKER_03：欧盟投资了 10 亿美元在一个疯狂的大脑项目上，但没有任何成果。
392 00:39:57,344 --> 00:40:07,438 说话人 SPEAKER_03：他们可能更明智地投资 50 亿美元用于 AI 计算，这样大学和小的初创公司就能与大型公司竞争。
393 00:40:07,603 --> 00:40:08,806 说话人 SPEAKER_03：这是你可以做的一件事。
394 00:40:09,567 --> 00:40:15,036 说话人 SPEAKER_03：政府可以做的另一件事是强迫大公司进行比现在更多的安全研究。
395 00:40:16,338 --> 00:40:28,295 说话人 SPEAKER_03：所以我认为我的政治信仰是，我内心深处是一个社会主义者，但资本主义在某些方面运作得相当不错。
396 00:40:29,137 --> 00:40:37,844 说话人 SPEAKER_03：在我看来，你需要的是，你需要小型初创公司试图致富的那种创造力。
397 00:40:38,465 --> 00:40:42,528 说话人 SPEAKER_03：但是你需要在严格的监管环境中做到这一点。
398 00:40:42,949 --> 00:40:50,034 说话人 SPEAKER_03：所以政府的角色是组织事物，以便如果每个人都追求自己的利益，那么对每个人都是有益的。
399 00:40:50,536 --> 00:40:59,143 说话人 SPEAKER_03：而政府应该置身事外的想法是疯狂的，因为那样的话，如果每个人都追求自己的利益，那么只会出现一些非常富有的人和其余的非常贫穷的人。
400 00:40:59,123 --> 00:41:09,601 说话人 SPEAKER_03：我认为政府应该非常干预，并努力创造一个奖励景观，引导人们做一些对社会有益的事情。
401 00:41:10,422 --> 00:41:12,144 说话人 SPEAKER_03：我认为政府应该做很多事情。
402 00:41:12,224 --> 00:41:16,052 说话人 SPEAKER_03：特别是坚持进行更多关于安全性的研究。
403 00:41:17,753 --> 00:41:32,768 说话人 SPEAKER_14：我认为目前您没有就安全问题进行深入探讨，特别是在大型语言模型如 GPT-4 和其他被广泛采用且在公共讨论中占据重要位置的模型方面。
404 00:41:34,130 --> 00:41:45,583 说话人 SPEAKER_14：您能否具体谈谈您对误用的担忧，以及我们可以在短期和长期内采取哪些措施来减轻风险？
405 00:41:46,036 --> 00:41:55,387 说话人 SPEAKER_03：是的，所以有各种各样的风险滥用，它们都有不同的解决方案，并且有不同的时间尺度。
406 00:41:55,909 --> 00:42:00,614 说话人 SPEAKER_03：目前最紧迫的是，嗯，已经存在的歧视偏见。
407 00:42:01,615 --> 00:42:08,144 说话人 SPEAKER_03：可能是因为我是个老白男，我对这些事情不太关心，原因在于
408 00:42:08,125 --> 00:42:16,748 说话人 SPEAKER_03：如果你用 AI 系统替换现有的系统，你可以使 AI 系统比现有系统稍微少一些偏见。
409 00:42:17,150 --> 00:42:19,797 说话人 SPEAKER_03：你不应该试图让它无偏见，那只会是徒劳的。
410 00:42:20,157 --> 00:42:23,367 说话人 SPEAKER_03：只需让它比原来的显著减少偏见即可。
411 00:42:23,347 --> 00:42:32,297 说话人 SPEAKER_03：所以如果你有涉及老白人决定是否给年轻黑人女性提供抵押贷款的培训数据，你知道这将非常具有偏见。
412 00:42:32,318 --> 00:42:38,485 说话人 SPEAKER_03：现有的系统就是这样，你的培训数据也是这样，但你可以通过一些方法使最终系统减少偏见。
413 00:42:38,505 --> 00:42:39,688 说话人 SPEAKER_03：你永远无法做到无偏见。
414 00:42:40,307 --> 00:42:48,038 说话人 SPEAKER_03：所以我认为，实际上 AI 系统可以使事物比目前更加少有偏见，尽管它们并不完全无偏见。
415 00:42:49,030 --> 00:42:52,934 说话人 SPEAKER_03：我最担心的是目前用虚假视频破坏选举。
416 00:42:53,474 --> 00:42:54,896 说话人 SPEAKER_03：今年我们将看到很多这种情况。
417 00:42:55,737 --> 00:43:00,842 说话人 SPEAKER_03：显然，虽然技术上很难，但解决方案是将所有这些视频标记为虚假。
418 00:43:01,422 --> 00:43:05,206 说话人 SPEAKER_03：坚持将 AI 生成的内容以某种方式标记为 AI 生成。
419 00:43:05,646 --> 00:43:07,027 说话人 SPEAKER_03：这在技术上非常困难。
420 00:43:07,869 --> 00:43:13,594 说话人 SPEAKER_03：但我想在美国，例如，他们甚至不会尝试这样做，因为共和党人不会投票支持这一点。
421 00:43:14,315 --> 00:43:16,016 说话人 SPEAKER_03：他们依赖撒谎。
422 00:43:18,679 --> 00:43:24,726 说话人 SPEAKER_03：那不是政治，那只是事实。
423 00:43:24,746 --> 00:43:34,717 说话人 SPEAKER_14：您还提出了关于 AI 可能设定自己的目标，并可能使我们面临迈克所说的生存威胁的担忧。
424 00:43:36,760 --> 00:43:45,429 说话人 SPEAKER_14：那么，您能给我们举一些例子吗？在当前我们经历的 AI 发展时期，您认为哪些具体的保障措施或伦理框架是至关重要的？
425 00:43:46,978 --> 00:43:49,481 说话人 SPEAKER_03：嗯，生存威胁是长期性的。
426 00:43:50,342 --> 00:43:59,153 我的猜测是，它将在五到二十年内，有大约50%的概率变得比我们更聪明。
427 00:43:59,173 --> 00:43:59,833 可能会更长。
428 00:43:59,873 --> 00:44:01,916 可能会更短，但我觉得不太可能。
429 00:44:02,297 --> 00:44:05,981 说话人 SPEAKER_03：但在这个时期，我们很可能得到比我们更聪明的东西。
430 00:44:06,561 --> 00:44:09,164 说话人 SPEAKER_03：如果我们做到了，它们接管的可能性相当大。
431 00:44:09,206 --> 00:44:12,969 说话人 SPEAKER_03：我们应该清楚地考虑如何阻止这种情况。
432 00:44:13,371 --> 00:44:22,797 说话人 SPEAKER_03：我的意思是，有一个问题，就是我们是否在，人文主义是否是种族主义词汇，他们是否也应该拥有权利。
433 00:44:23,177 --> 00:44:28,932 说话人 SPEAKER_03：但我们都是人，我们关心人，我认为我们应该尽我们最大的努力让人们留下来。
